,SectionID,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,max_i_ka,df,parallel,type,in_service,coords,FromNodeID,ToNodeID
263,43884027,,874.0,1592.0,0.005,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554111.968, 146530.335), (554116.753, 146541.193)]",42690624,42668642
264,43843402,,1149.0,538.0,0.005,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(554164.7779999999, 146546.914), (554167.449, 146546.015)]",42772160,42683854
265,43906189,,1645.0,1246.0,0.01,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554129.754, 146495.973), (554121.2289999999, 146491.99300000002)]",42774851,42677235
266,43824855,,1029.0,1246.0,0.023,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(554108.191, 146508.885), (554121.2289999999, 146491.99300000002)]",42678359,42677235
267,43883991,,1839.0,874.0,0.027,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554107.869386, 146527.68810899998), (554111.968, 146530.335)]",52043553,42690624
268,44002304,,1843.0,1166.0,0.03,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554102.992831, 146526.866085), (554089.7239999999, 146517.611)]",52882978,42824928
269,44002305,,1773.0,1166.0,0.04,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554065.853, 146551.85), (554089.7239999999, 146517.611)]",42738067,42824928
270,170226797,,1720.0,959.0,0.025,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554192.147, 146480.00699999998), (554195.5229999999, 146490.61800000002)]",42768299,42695099
271,43965548,,2561.0,959.0,0.075,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554195.5229999999, 146490.61800000002)]",52946226,42695099
272,43906029,,1092.0,918.0,0.011,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554253.67, 146585.97), (554252.443, 146576.839)]",42793283,42676019
273,43966957,,2343.0,918.0,0.082,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554199.50654, 146603.30868800002), (554252.443, 146576.839)]",52937850,42676019
274,52076055,,2564.0,1975.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554167.0, 146531.0), (554158.713624, 146531.972782)]",42903960,52076053
275,43923004,,1980.0,1842.0,0.083,0.2384,0.078,0.004118756857055117,0.261,1.0,1.0,cs,True,"[(554159.289014, 146532.998093), (554106.729996, 146529.372854)]",52895682,52882970
276,52882972,,2557.0,1842.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554109.0, 146522.0), (554106.729996, 146529.372854)]",42904380,52882970
277,43942539,,1977.0,796.0,0.047,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554161.412154, 146533.067786), (554137.677, 146534.831)]",52147602,42655879
278,52914356,,3079.0,2130.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554113.0, 146717.0), (554116.3145880001, 146715.575088)]",42942682,52914354
279,52946228,,3081.0,2561.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554228.0, 146529.0)]",42897719,52946226
280,52741733,,3080.0,1840.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554109.0, 146522.0), (554110.149369, 146524.31684100002)]",42904376,52741569
281,52946268,,2569.0,2562.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554228.0, 146529.0)]",42897717,52946266
282,43922882,,2422.0,801.0,0.037,0.2384,0.078,0.004118756857055117,0.261,1.0,1.0,cs,True,"[(554260.494381, 146544.248556), (554229.566, 146546.218)]",52086115,42697737
283,43851546,,1595.0,868.0,0.002,3.5639,0.112,0.018421777081068968,0.05,1.0,1.0,cs,True,"[(554121.427, 146523.915), (554118.8489999999, 146527.74300000002)]",42780624,42700544
284,43940660,,1840.0,868.0,0.014,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554110.149369, 146524.31684100002), (554118.8489999999, 146527.74300000002)]",52741569,42700544
285,43965547,,2566.0,1298.0,0.065,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554207.2220000001, 146497.638)]",52946250,42656791
286,43848399,,1566.0,1298.0,0.004,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(554209.948, 146494.509), (554207.2220000001, 146497.638)]",42773116,42656791
287,43891985,,1844.0,1029.0,0.006,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554108.705121, 146518.419678), (554108.191, 146508.885)]",52882986,42678359
288,43892205,,1756.0,1745.0,0.012,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554169.558, 146538.638), (554162.933, 146543.842)]",42685384,42679881
289,43842899,,1539.0,1745.0,0.005,0.4476,0.083,0.005628921575691713,0.174,1.0,1.0,cs,True,"[(554162.792, 146546.876), (554162.933, 146543.842)]",42768432,42679881
290,52937796,,3083.0,1964.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554326.0, 146562.0), (554328.250001, 146564.81957999998)]",42903599,52937794
291,210781649,,2583.0,519.0,0.04,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554211.369, 146516.136)]",52946258,210781646
292,210781650,,650.0,519.0,0.005,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554210.2829999999, 146515.585), (554211.369, 146516.136)]",42777552,210781646
293,43885718,,2137.0,1428.0,0.076,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554456.240704, 146550.795682), (554386.378, 146542.935)]",52925018,42686508
294,43884613,,1277.0,1428.0,0.043,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554355.338, 146565.529), (554386.378, 146542.935)]",42695025,42686508
295,52147604,,2563.0,1977.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554167.0, 146531.0), (554161.412154, 146533.067786)]",42903961,52147602
296,52946252,,3069.0,2566.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554228.0, 146529.0)]",42897722,52946250
297,52043555,,3084.0,1839.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554109.0, 146522.0), (554107.869386, 146527.68810899998)]",42904377,52043553
298,137940251,,2130.0,521.0,0.06,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554116.3145880001, 146715.575088), (554144.124, 146674.973)]",52914354,137939855
299,52937788,,3068.0,1963.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554326.0, 146562.0), (554328.25, 146562.831299)]",42976892,52937786
300,43885298,,909.0,1177.0,0.018,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554015.256, 146464.39800000002), (554002.938, 146455.369)]",42685805,42679555
301,43884612,,1344.0,1177.0,0.022,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(553998.439, 146432.54), (554002.938, 146455.369)]",42689911,42679555
302,52850996,,3062.0,2570.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554243.0, 146440.0), (554243.0, 146440.0)]",42898077,52850994
303,52882988,,3072.0,1844.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554109.0, 146522.0), (554108.705121, 146518.419678)]",42904378,52882986
304,43943475,,1978.0,1466.0,0.005,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554173.728847, 146528.969668), (554174.529, 146520.655)]",52432120,42767192
305,43940135,,1976.0,1076.0,0.007,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554175.249467, 146531.15159300002), (554179.845, 146530.021)]",52136020,42678134
306,52925020,,3094.0,2137.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554454.0, 146551.0), (554456.240704, 146550.795682)]",42949418,52925018
307,52086117,,2577.0,2422.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554255.0, 146544.0), (554260.494381, 146544.248556)]",42976841,52086115
308,52432122,,3095.0,1978.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554167.0, 146531.0), (554173.728847, 146528.969668)]",42968630,52432120
309,43966958,,709.0,2345.0,0.023,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554209.23, 146583.21), (554196.21127, 146605.779207)]",42657359,52937866
310,52937868,,2578.0,2345.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554197.0, 146608.0), (554196.21127, 146605.779207)]",42904674,52937866
311,52946244,,3067.0,2572.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554228.0, 146529.0)]",42897721,52946242
312,43966968,,1767.0,1795.0,0.12,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554146.039, 146675.547), (554208.411, 146581.386)]",137939848,42674688
313,52937836,,3092.0,2341.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554197.0, 146608.0), (554192.91617, 146608.24959700002)]",42969373,52937834
314,52937876,,3060.0,2346.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554197.0, 146608.0), (554197.85898, 146604.543891)]",42969374,52937874
315,52086077,,2551.0,2417.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554255.0, 146544.0), (554260.494381, 146544.248556)]",42889330,52086075
316,43886308,,1045.0,1011.0,0.056,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554294.464, 146457.461), (554333.3489999999, 146487.256)]",42696282,42678937
317,109208451,,1177.0,1543.0,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(554002.938, 146455.369), (554007.119, 146448.225)]",42679555,109212416
318,109208452,,1071.0,1543.0,0.005,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554008.377, 146446.717), (554007.119, 146448.225)]",42787701,109212416
319,43923561,,2417.0,1366.0,0.041,0.2384,0.078,0.004118756857055117,0.261,1.0,1.0,cs,True,"[(554260.494381, 146544.248556), (554229.316, 146550.197)]",52086075,42699804
320,52850988,,3096.0,2575.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554243.0, 146440.0), (554243.0, 146440.0)]",42899980,52850986
321,52086109,,3097.0,2421.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554255.0, 146544.0), (554260.494381, 146544.248556)]",42894408,52086107
322,52136022,,2576.0,1976.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554167.0, 146531.0), (554175.249467, 146531.15159300002)]",42903958,52136020
323,52937828,,3090.0,2340.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554197.0, 146608.0), (554191.267846, 146609.485373)]",42904672,52937826
324,43966952,,1963.0,1022.0,0.041,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554328.25, 146562.831299), (554353.312, 146569.691)]",52937786,42678704
325,43965545,,2558.0,489.0,0.08,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554224.88, 146486.816)]",52946234,42773422
326,52895676,,3087.0,1979.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554167.0, 146531.0), (554174.153423, 146533.486029)]",42909252,52895674
327,52882964,,3061.0,1841.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554109.0, 146522.0), (554104.134854, 146525.17744600002)]",42904379,52882962
328,43880520,,1022.0,1356.0,0.022,1.3306,0.09,0.006900129764882415,0.093,1.0,1.0,cs,True,"[(554353.312, 146569.691), (554368.589, 146584.196)]",42678704,42699715
329,43886573,,801.0,1658.0,0.008,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(554229.566, 146546.218), (554208.855, 146545.258)]",42697737,42687918
330,52086093,,2555.0,2419.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554255.0, 146544.0), (554260.494381, 146544.248556)]",42889327,52086091
331,52946260,,2559.0,2583.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554228.0, 146529.0), (554228.0, 146529.0)]",42969020,52946258
332,52937852,,3088.0,2343.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554197.0, 146608.0), (554199.50654, 146603.30868800002)]",42904676,52937850
333,43966954,,1967.0,1277.0,0.039,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554328.25, 146560.843018), (554355.338, 146565.529)]",52937818,42695025
334,44017273,,2061.0,767.0,0.045,0.1317,0.039,0.0069089661005337435,0.638,1.0,1.0,cs,True,"[(554244.53989, 146120.89526199998), (554246.417, 146152.841)]",52818630,42819953
335,44000335,,2060.0,1458.0,0.007,0.0571,0.04,0.002071305123661409,0.647,1.0,1.0,cs,True,"[(554244.53989, 146120.89526199998), (554234.079, 146117.205)]",52818622,42816058
336,52818632,,2589.0,2061.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554240.0, 146124.0), (554244.53989, 146120.89526199998)]",42948227,52818630
337,52818624,,2585.0,2060.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554240.0, 146124.0), (554244.53989, 146120.89526199998)]",42948226,52818622
338,88874791,,2592.0,2464.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868655,88874789
339,88877561,,2467.0,1663.0,0.084,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554399.523591, 146125.87156099998), (554343.216, 146075.309)]",88874810,88877470
340,88877565,,1233.0,1663.0,0.101,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554389.845542, 146052.342753), (554343.216, 146075.309)]",42778475,88877470
341,43915160,,1678.0,870.0,0.001,0.8409,0.086,0.006140710822281632,0.122,1.0,1.0,cs,True,"[(554227.185, 145951.945), (554214.432, 145926.822)]",42676566,42821017
342,44002661,,886.0,870.0,0.008,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554212.714, 145918.073), (554214.432, 145926.822)]",42826186,42821017
343,43825343,,1678.0,838.0,0.075,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(554227.185, 145951.945), (554264.8829999999, 146009.549)]",42676566,170191412
344,88877514,,2464.0,816.0,0.097,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554399.523591, 146125.87156099998), (554337.351, 146067.423)]",88874789,42850145
345,88875024,,2604.0,2472.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868679,88875022
346,187438740,,636.0,2472.0,0.185,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(554368.746, 146057.777), (554399.523591, 146125.87156099998)]",183882638,88875022
347,90438308,,1419.0,1168.0,0.01,0.2633,0.078,0.013817932201067487,0.319,1.0,1.0,cs,True,"[(554330.8339770001, 146069.679), (554334.074, 146076.048)]",88877467,90422488
348,44030535,,1419.0,1217.0,0.09,0.2466,0.082,0.015110841974070288,0.308,1.0,1.0,cs,True,"[(554330.8339770001, 146069.679), (554294.94, 146017.478)]",88877467,170192586
349,170192620,,1880.0,1217.0,0.004,0.2466,0.082,0.015110841974070288,0.308,1.0,1.0,cs,True,"[(554290.1742380001, 146011.531856), (554294.94, 146017.478)]",170191153,170192586
350,44002664,,1143.0,1377.0,0.016,3.5639,0.112,0.018421777081068968,0.05,1.0,1.0,cs,True,"[(554216.971, 145907.1), (554236.211, 145898.25400000002)]",42826187,67311115
351,44002663,,1143.0,886.0,0.04,1.3306,0.099,0.013800558689954074,0.08,1.0,1.0,cs,True,"[(554216.971, 145907.1), (554212.714, 145918.073)]",42826187,42826186
352,88874798,,2599.0,2465.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868659,88874796
353,43922689,,688.0,832.0,0.02,0.2384,0.078,0.004118756857055117,0.261,1.0,1.0,cs,True,"[(554385.510061, 146149.056931), (554386.0260000001, 146170.063)]",88877474,42775194
354,88878313,,688.0,2469.0,0.024,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554385.510061, 146149.056931), (554399.523591, 146125.87156099998)]",88877474,88874831
355,88874833,,2600.0,2469.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868671,88874831
356,191847900,,1882.0,926.0,0.08,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(554291.726568, 146004.547047), (554354.385, 145958.242)]",191847839,42768915
357,191847842,,1882.0,2608.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554291.726568, 146004.547047), (554291.0, 146008.0)]",191847839,170190766
358,88874812,,2602.0,2467.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868663,88874810
359,43905243,,1421.0,1407.0,0.025,0.1433,0.08,0.004118756857055117,0.319,1.0,1.0,cs,True,"[(554412.591979, 146139.362041), (554433.389, 146127.542)]",88877477,42767097
360,90438017,,1168.0,2466.0,0.094,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554334.074, 146076.048), (554399.523591, 146125.87156099998)]",90422488,88874803
361,88874805,,2596.0,2466.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868661,88874803
362,170191156,,1880.0,2594.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554290.1742380001, 146011.531856), (554291.0, 146008.0)]",170191153,170190751
363,88877519,,2465.0,621.0,0.097,0.245,0.071,3.1830988618379066,0.281,1.0,1.0,cs,True,"[(554399.523591, 146125.87156099998), (554339.326, 146067.74)]",88874796,119486908
364,119487288,,914.0,2468.0,0.159,0.048,0.036,0.00653935997583595,1.034,1.0,1.0,cs,True,"[(554320.031, 146036.939), (554399.523591, 146125.87156099998)]",42852175,88874817
365,88874819,,2603.0,2468.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868665,88874817
366,170191574,,838.0,1879.0,0.043,0.374,0.071,3.1830988618379066,0.217,1.0,1.0,cs,True,"[(554264.8829999999, 146009.549), (554284.118103, 146010.59913699998)]",170191412,170191133
367,88875017,,2607.0,2471.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868677,88875015
368,186592772,,1881.0,2606.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554290.6514229999, 146011.152282), (554291.0, 146008.0)]",186592769,170190760
369,186592624,,756.0,1881.0,0.015,1.4662,0.09,0.023149809904275686,0.11,1.0,1.0,cs,True,"[(554288.679, 146022.459), (554290.6514229999, 146011.152282)]",186592607,186592769
370,88875000,,2605.0,2470.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554395.0, 146129.0), (554399.523591, 146125.87156099998)]",88868673,88874998
371,170191146,,1879.0,2597.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(554284.118103, 146010.59913699998), (554291.0, 146008.0)]",170191133,170190762
372,88878470,,2469.0,1421.0,0.035,0.154,0.071,3.1830988618379066,0.375,1.0,1.0,cs,True,"[(554399.523591, 146125.87156099998), (554412.591979, 146139.362041)]",88874831,88877477
373,43848750,,1718.0,1109.0,0.004,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553820.782, 146295.072), (553819.395, 146293.69)]",42685483,42842388
374,43884833,,1718.0,964.0,0.026,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(553820.782, 146295.072), (553838.14, 146277.656)]",42685483,42673405
375,43848624,,1565.0,964.0,0.005,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553838.833, 146274.172), (553838.14, 146277.656)]",42762753,42673405
376,43885034,,1718.0,1715.0,0.008,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(553820.782, 146295.072), (553817.253, 146298.613)]",42685483,42681505
377,43907456,,1159.0,841.0,0.029,0.3099,0.087,0.0107178654562036,0.18,1.0,1.0,cs,True,"[(553699.309, 146221.052), (553678.3570000001, 146207.87300000002)]",42699807,42677504
378,43950113,,1133.0,841.0,0.008,2.1181,0.105,0.01382273259439772,0.065,1.0,1.0,cs,True,"[(553680.44, 146204.559), (553678.3570000001, 146207.87300000002)]",42741062,42677504
379,43825616,,718.0,841.0,0.008,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553672.546, 146204.218), (553678.3570000001, 146207.87300000002)]",42656019,42677504
380,52856948,,2614.0,1897.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553733.0, 146314.0), (553729.596573, 146314.138957)]",42978929,52856946
381,187565847,,2483.0,894.0,0.145,0.154,0.071,3.1830988618379066,0.375,1.0,1.0,cs,True,"[(553808.6190010001, 146316.600679), (553733.969, 146242.853)]",52112520,187565838
382,187565848,,888.0,894.0,0.01,0.3099,0.087,0.0107178654562036,0.18,1.0,1.0,cs,True,"[(553726.53, 146238.174), (553733.969, 146242.853)]",42679779,187565838
383,43893936,,1985.0,1341.0,0.004,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(553763.799459, 146377.366973), (553757.772, 146384.999)]",52848634,42788586
384,183029851,,2077.0,644.0,0.043,0.9266,0.086,0.02060124821589481,0.149,1.0,1.0,cs,True,"[(553781.7744270001, 146287.585462), (553808.6429999999, 146261.156)]",183020300,183027579
385,43906468,,1145.0,644.0,0.002,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553807.187, 146259.78699999998), (553808.6429999999, 146261.156)]",42726127,183027579
386,43906821,,649.0,694.0,0.011,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553752.707, 146300.096), (553754.0, 146294.77800000002)]",42734829,42675052
387,43825591,,1025.0,694.0,0.022,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553735.644, 146274.79), (553754.0, 146294.77800000002)]",42692394,42675052
388,43907035,,1406.0,694.0,0.01,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553756.075, 146297.03699999998), (553754.0, 146294.77800000002)]",42761423,42675052
389,43825486,,1739.0,552.0,0.007,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553733.754, 146274.135), (553729.975, 146272.826)]",42679796,42692718
390,183020315,,2078.0,2611.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553780.475218, 146282.66648299998), (553778.0, 146288.0)]",183020312,183019219
391,52856972,,2616.0,1900.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553733.0, 146314.0), (553731.0934479999, 146312.709527)]",42978931,52856970
392,52903132,,3105.0,2178.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553715.0, 146440.0), (553712.8529279999, 146441.040931)]",42903119,52903130
393,43905647,,1368.0,1483.0,0.009,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553713.443, 146380.84900000002), (553716.83, 146383.315)]",42677875,42671156
394,43825558,,1221.0,1136.0,0.007,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553721.106, 146230.072), (553718.993, 146233.43300000002)]",42766166,42702103
395,43825628,,888.0,1136.0,0.01,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553726.53, 146238.174), (553718.993, 146233.43300000002)]",42679779,42702103
396,183020355,,2609.0,2082.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553778.0, 146288.0), (553778.629266, 146284.364281)]",183019225,183020352
397,44024366,,1900.0,659.0,0.002,0.4932,0.083,0.01888407013430177,0.209,1.0,1.0,cs,True,"[(553731.0934479999, 146312.709527), (553729.915, 146311.452)]",52856970,42841526
398,43895848,,1709.0,1751.0,0.003,0.2238,0.082,0.0045043001950499624,0.255,1.0,1.0,cs,True,"[(553793.881, 146275.774), (553793.8539999999, 146273.968)]",183027576,42751379
399,183029731,,2487.0,1754.0,0.075,0.154,0.071,3.1830988618379066,0.375,1.0,1.0,cs,True,"[(553814.607905, 146315.83505599998), (553807.184, 146289.228)]",52112568,183027623
400,43886200,,1715.0,1754.0,0.014,0.2238,0.086,0.009008600390099925,0.22,1.0,1.0,cs,True,"[(553817.253, 146298.613), (553807.184, 146289.228)]",42681505,183027623
401,44023328,,1898.0,1305.0,0.002,3.5639,0.1,0.009210888540534484,0.058,1.0,1.0,cs,True,"[(553732.7612470001, 146317.33911600002), (553738.068, 146322.886)]",52856954,42857661
402,52112506,,3103.0,2482.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553806.981491, 146323.76439300002)]",42888048,52112504
403,43905719,,1483.0,1121.0,0.013,0.8409,0.094,0.012281421644563265,0.105,1.0,1.0,cs,True,"[(553716.83, 146383.315), (553719.74, 146392.81)]",42671156,42701924
404,43915846,,1509.0,1121.0,0.017,0.8409,0.086,0.006140710822281632,0.122,1.0,1.0,cs,True,"[(553719.0210000001, 146405.804), (553719.74, 146392.81)]",42793051,42701924
405,43950960,,1483.0,618.0,0.004,2.1181,0.105,0.01382273259439772,0.065,1.0,1.0,cs,True,"[(553716.83, 146383.315), (553716.696, 146379.176)]",42671156,42702448
406,52856964,,3107.0,1899.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553733.0, 146314.0), (553735.662216, 146314.568857)]",42978930,52856962
407,52112546,,3108.0,2485.0,0.001,0.4158,0.3269,0.8981655930693868,0.305,1.0,1.0,cs,True,"[(553812.0, 146321.0), (553816.109439, 146317.330328)]",42875974,52112544
408,43825318,,1136.0,1159.0,0.019,0.4476,0.09,0.011258042236110585,0.15,1.0,1.0,cs,True,"[(553718.993, 146233.43300000002), (553699.309, 146221.052)]",42702103,42699807
