[GENERAL]
DATE=March 15, 2017 at 16:18:13
CYME_VERSION=7.20
CYMDIST_REVISION=05

[SI]

[CABLE]
FORMAT_CABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,RatedLevel,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Manufacturer,Standard,CableType,NumberOfGroundingConductors,ArmorOuterDiameter,OverallDiameter,ConcentricNeutralBeforeSheath,UserDefinedImpedances,Frequency,Temperature,ImpedancesNote,Favorite,Flags,Comments
MT/BT-LA VAUX-4525,2,1,50.000000,0,21.000000,0.420000,3.920000,3.920000,8.000000,20.000000,30.000000,1.736000,1.736000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,50.000000,50.000000,50.000000,50.000000,0.122000,,,,,,107,11,0,0,0,
MT/BT-CARRES-4581,2,1,400.000000,0,17.800000,0.420000,3.970000,3.970000,8.000000,20.000000,30.000000,4.394000,4.394000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.150000,1.150000,4.590000,4.590000,1,400.000000,400.000000,400.000000,400.000000,0.635000,,,,,,107,11,0,0,0,
BIT 20/13 KV-CHANIAZ-2670,2,1,160.000000,0,21.000000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,3.474000,3.474000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,160.000000,160.000000,160.000000,160.000000,0.314000,,,,,,107,11,0,0,0,
MT/BT-STEP-5092,2,1,50.000000,0,21.000000,0.420000,3.860000,3.860000,8.000000,20.000000,30.000000,1.753000,1.753000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,50.000000,50.000000,50.000000,50.000000,0.121000,,,,,,107,11,0,0,0,
BIT 21/18 KV-RTE D'YVONAND-5374,2,1,160.000000,0,17.800000,0.420000,3.630000,3.630000,8.000000,20.000000,30.000000,2.600000,2.600000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.306000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-2366,2,1,400.000000,0,21.000000,0.420000,4.330000,4.330000,8.000000,20.000000,30.000000,4.494000,4.494000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.572000,,,,,,107,11,0,0,0,
MT/BT-PRÉ DU MARGUILLIER-2342,2,1,400.000000,0,21.000000,0.420000,4.280000,4.280000,8.000000,20.000000,30.000000,4.404000,4.404000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.581000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-4367,2,1,250.000000,0,13.600000,0.420000,4.160000,4.160000,8.000000,20.000000,30.000000,3.778000,3.778000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,0.920000,0.920000,1.870000,3.730000,1,250.000000,250.000000,250.000000,250.000000,0.399000,,,,,,107,11,0,0,0,
MT/BT-CLOZELET-5050,2,1,250.000000,0,21.000000,0.420000,3.820000,3.820000,8.000000,20.000000,30.000000,2.953000,2.953000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.379000,,,,,,107,11,0,0,0,
MT/BT-ST.MAURICE-2690,2,1,160.000000,0,21.000000,0.420000,3.930000,3.930000,8.000000,20.000000,30.000000,4.214000,4.214000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,160.000000,160.000000,160.000000,160.000000,0.279000,,,,,,107,11,0,0,0,
MT/BT-2313,2,1,400.000000,0,0.000000,0.420000,4.410000,4.410000,8.000000,20.000000,30.000000,4.532000,4.532000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,46.240000,46.240000,3.700000,2.220000,1,400.000000,400.000000,400.000000,400.000000,0.557000,,,,,,107,11,0,0,0,
MT/BT-ROSSET 1-4010,2,1,250.000000,0,21.000000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,3.994000,3.994000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,250.000000,250.000000,250.000000,250.000000,0.398000,,,,,,107,11,0,0,0,
BIT 15/5 KV-CHAVALET-7168,2,1,630.000000,0,17.800000,0.420000,4.800000,4.800000,8.000000,20.000000,30.000000,6.048000,6.048000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,0.050000,0.050000,12.500000,2.500000,1,630.000000,630.000000,630.000000,630.000000,0.810000,,,,,,107,5,0,0,0,
TR 20/0.42 - 2000 KVA,2,1,2000.000000,0,21.000000,0.420000,7.500000,7.500000,8.000000,20.000000,30.000000,9.000000,9.000000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,5,1.260000,1.260000,5.000000,5.000000,1,2000.000000,2000.000000,2000.000000,2000.000000,0.500000,,,,,,0,11,2,0,0,
MT/BT-3543,2,1,400.000000,0,0.000000,0.420000,4.310000,4.310000,8.000000,20.000000,30.000000,4.713000,4.713000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.603000,,,,,,107,11,0,0,0,
BIT 20/10 KV-CRAUSAZ 2-7454,2,1,400.000000,0,10.600000,0.420000,4.130000,4.130000,8.000000,20.000000,30.000000,5.100000,5.100000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.474000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-2346,2,1,400.000000,0,21.000000,0.420000,4.280000,4.280000,8.000000,20.000000,30.000000,4.393000,4.393000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.581000,,,,,,107,11,0,0,0,
MT/BT-PRALIOUX-2391,2,1,100.000000,0,21.000000,0.420000,3.730000,3.730000,8.000000,20.000000,30.000000,3.869000,3.869000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,100.000000,100.000000,100.000000,100.000000,0.264000,,,,,,107,11,0,0,0,
MT/BT-EGLISE-6664,2,1,250.000000,0,10.600000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,5.703000,5.703000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.530000,5.050000,1,250.000000,250.000000,250.000000,250.000000,0.491000,,,,,,107,5,0,0,0,
MT/BT-RTE DE MALADAZ-4391,2,1,400.000000,0,21.000000,0.420000,3.900000,3.900000,8.000000,20.000000,30.000000,4.058000,4.058000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,400.000000,400.000000,400.000000,400.000000,0.586000,,,,,,107,11,0,0,0,
BIT 20/13 KV-ETRAZ-10803,2,1,630.000000,0,21.000000,0.420000,4.210000,4.210000,8.000000,20.000000,30.000000,6.688000,6.688000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.586000,,,,,,107,5,0,0,0,
MT/BT-2333,2,1,400.000000,0,0.000000,0.420000,4.340000,4.340000,8.000000,20.000000,30.000000,4.448000,4.448000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.730000,0.730000,3.080000,3.080000,1,400.000000,400.000000,400.000000,400.000000,0.579000,,,,,,107,11,0,0,0,
MT/BT-EN CLOS-5290,2,1,100.000000,0,21.000000,0.420000,3.880000,3.880000,8.000000,20.000000,30.000000,2.234000,2.234000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,100.000000,100.000000,100.000000,100.000000,0.180000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-2356,2,1,400.000000,0,21.000000,0.420000,4.360000,4.360000,8.000000,20.000000,30.000000,4.369000,4.369000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.580000,,,,,,107,11,0,0,0,
BIT 20/10 KV-FORTIFICATIONS-5651,2,1,160.000000,0,21.000000,0.420000,3.820000,3.820000,8.000000,20.000000,30.000000,2.595000,2.595000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.302000,,,,,,107,11,0,0,0,
BIT 20/10 KV-BRÉCHERESSE-7009,2,1,1000.000000,0,10.600000,0.420000,6.070000,6.070000,8.000000,20.000000,30.000000,8.003000,8.003000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.783000,,,,,,107,11,0,0,0,
MT/BT-CROIX-2073,2,1,160.000000,0,17.800000,0.420000,3.980000,3.980000,8.000000,20.000000,30.000000,2.647000,2.647000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.100000,1.100000,2.410000,4.820000,1,160.000000,160.000000,160.000000,160.000000,0.320000,,,,,,107,11,0,0,0,
MT/BT-SAUGY-4154,2,1,400.000000,0,21.000000,0.420000,4.730000,4.730000,8.000000,20.000000,30.000000,5.219000,5.219000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,400.000000,400.000000,400.000000,400.000000,0.441000,,,,,,107,11,0,0,0,
BIT 20/13 KV-EDUCIM-10561,2,1,630.000000,0,21.000000,0.420000,4.200000,4.200000,8.000000,20.000000,30.000000,6.179000,6.179000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.618000,,,,,,107,5,0,0,0,
MT/BT-MAUGUETTAZ-3787,2,1,250.000000,0,21.000000,0.420000,4.340000,4.340000,8.000000,20.000000,30.000000,4.302000,4.302000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.395000,,,,,,107,11,0,0,0,
MT/BT-CHALLOTTON-5099,2,1,250.000000,0,21.000000,0.420000,3.840000,3.840000,8.000000,20.000000,30.000000,2.985000,2.985000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.364000,,,,,,107,11,0,0,0,
BIT 20/10 KV-PLAN MORIER-7066,2,1,160.000000,0,10.600000,0.420000,3.850000,3.850000,8.000000,20.000000,30.000000,3.779000,3.779000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.244000,,,,,,107,11,0,0,0,
MT/BT-SUR CROIX-4016,2,1,250.000000,0,21.000000,0.420000,4.100000,4.100000,8.000000,20.000000,30.000000,4.051000,4.051000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,250.000000,250.000000,250.000000,250.000000,0.399000,,,,,,107,11,0,0,0,
MT/BT-CHÂTEAU-3666,2,1,250.000000,0,17.800000,0.420000,4.130000,4.130000,8.000000,20.000000,30.000000,4.125000,4.125000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,250.000000,250.000000,250.000000,250.000000,0.426000,,,,,,107,11,0,0,0,
MT/BT-NOISETIERS-6361,2,1,250.000000,0,10.600000,0.420000,3.400000,3.400000,8.000000,20.000000,30.000000,2.959000,2.959000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.560000,5.130000,1,250.000000,250.000000,250.000000,250.000000,0.487000,,,,,,107,5,0,0,0,
BIT 20/10 KV-STEP-5509,2,1,250.000000,0,21.000000,0.420000,3.720000,3.720000,8.000000,20.000000,30.000000,2.973000,2.973000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.409000,,,,,,107,11,0,0,0,
MT/BT-RUE DU LAC 92-7523,2,1,1000.000000,0,21.000000,0.420000,5.610000,5.610000,8.000000,20.000000,30.000000,8.312000,8.312000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.736000,,,,,,107,11,0,0,0,
MT/BT-BUGNON-5051,2,1,250.000000,0,21.000000,0.420000,3.830000,3.830000,8.000000,20.000000,30.000000,2.972000,2.972000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.385000,,,,,,107,11,0,0,0,
MT/BT-6309,2,1,400.000000,0,10.600000,0.420000,4.230000,4.230000,8.000000,20.000000,30.000000,3.324000,3.324000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.560000,5.130000,1,400.000000,400.000000,400.000000,400.000000,0.820000,,,,,,107,5,0,0,0,
MT/BT-VILLAGE-4317,2,1,630.000000,0,21.000000,0.420000,4.360000,4.360000,8.000000,20.000000,30.000000,5.791000,5.791000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,630.000000,630.000000,630.000000,630.000000,0.382000,,,,,,107,11,0,0,0,
BIT 20/17 KV-LES FLATS-7389,2,1,250.000000,0,17.800000,0.420000,4.170000,4.170000,8.000000,20.000000,30.000000,5.039000,5.039000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.020000,0.020000,3.810000,3.810000,1,250.000000,250.000000,250.000000,250.000000,0.357000,,,,,,107,5,0,0,0,
BIT 20/13 KV-PHARMA 90-10567,2,1,1000.000000,0,21.000000,0.420000,5.450000,5.450000,8.000000,20.000000,30.000000,8.924000,8.924000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.881000,,,,,,107,5,0,0,0,
MT/BT-CIMETIÈRE-5089,2,1,250.000000,0,17.800000,0.420000,3.750000,3.750000,8.000000,20.000000,30.000000,3.036000,3.036000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.150000,1.150000,4.590000,4.590000,1,250.000000,250.000000,250.000000,250.000000,0.386000,,,,,,107,11,0,0,0,
BIT 20/13 KV-ETRAMATS-3440,2,1,250.000000,0,21.000000,0.420000,4.090000,4.090000,8.000000,20.000000,30.000000,5.497000,5.497000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,250.000000,250.000000,250.000000,250.000000,0.490000,,,,,,107,11,0,0,0,
MT/BT-PALLETS-2347,2,1,400.000000,0,21.000000,0.420000,4.280000,4.280000,8.000000,20.000000,30.000000,4.386000,4.386000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.583000,,,,,,107,11,0,0,0,
MT/BT-CLOÎTRE-6121,2,1,400.000000,0,10.600000,0.420000,4.250000,4.250000,8.000000,20.000000,30.000000,6.822000,6.822000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.190000,1.190000,2.400000,4.810000,1,400.000000,400.000000,400.000000,400.000000,0.674000,,,,,,107,5,0,0,0,
MT/BT-BRACON-2360,2,1,400.000000,0,21.000000,0.420000,4.360000,4.360000,8.000000,20.000000,30.000000,4.434000,4.434000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,400.000000,400.000000,400.000000,400.000000,0.579000,,,,,,107,11,0,0,0,
MT/BT-FOREL-3422,2,1,100.000000,0,21.000000,0.420000,3.970000,3.970000,8.000000,20.000000,30.000000,4.110000,4.110000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,100.000000,100.000000,100.000000,100.000000,0.250000,,,,,,107,11,0,0,0,
MT/BT-VILLAGE-3136,2,1,250.000000,0,21.000000,0.420000,4.250000,4.250000,8.000000,20.000000,30.000000,4.733000,4.733000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.399000,,,,,,107,11,0,0,0,
BIT 20/10 KV-PONTIE-5877,2,1,160.000000,0,10.600000,0.420000,3.940000,3.940000,8.000000,20.000000,30.000000,3.708000,3.708000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.244000,,,,,,107,11,0,0,0,
MT/BT-STAND-4379,2,1,400.000000,0,13.600000,0.420000,3.880000,3.880000,8.000000,20.000000,30.000000,4.029000,4.029000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,0.920000,0.920000,1.870000,3.730000,1,400.000000,400.000000,400.000000,400.000000,0.593000,,,,,,107,11,0,0,0,
MT/BT-CH. DE PRAHIS-3582,2,1,400.000000,0,17.800000,0.420000,4.430000,4.430000,8.000000,20.000000,30.000000,4.036000,4.036000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.100000,1.100000,2.410000,4.820000,1,400.000000,400.000000,400.000000,400.000000,0.616000,,,,,,107,11,0,0,0,
MT/BT-VERNEYS-2394,2,1,100.000000,0,21.000000,0.420000,3.730000,3.730000,8.000000,20.000000,30.000000,3.849000,3.849000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,100.000000,100.000000,100.000000,100.000000,0.270000,,,,,,107,11,0,0,0,
BIT 20/13 KV-3235,2,1,630.000000,0,0.000000,0.420000,4.660000,4.660000,8.000000,20.000000,30.000000,5.641000,5.641000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.835000,,,,,,107,11,0,0,0,
BIT 20/10 KV-LA VEYRE D'EN HAUT-7293,2,1,400.000000,0,10.600000,0.420000,4.070000,4.070000,8.000000,20.000000,30.000000,5.136000,5.136000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.400000,,,,,,107,11,0,0,0,
MT/BT-MOSSEL-2928,2,1,400.000000,0,17.800000,0.420000,4.400000,4.400000,8.000000,20.000000,30.000000,4.587000,4.587000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.100000,1.100000,4.600000,4.600000,1,400.000000,400.000000,400.000000,400.000000,0.584000,,,,,,107,11,0,0,0,
MT/BT-TRÉBOLETS-3434,2,1,100.000000,0,21.000000,0.420000,3.950000,3.950000,8.000000,20.000000,30.000000,4.102000,4.102000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,100.000000,100.000000,100.000000,100.000000,0.253000,,,,,,107,11,0,0,0,
BIT 20/10 KV-GARE-5781,2,1,400.000000,0,21.000000,0.420000,3.850000,3.850000,8.000000,20.000000,30.000000,4.926000,4.926000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.444000,,,,,,107,11,0,0,0,
BIT 20/10 KV-STEP-5182,2,1,630.000000,0,21.000000,0.420000,4.310000,4.310000,8.000000,20.000000,30.000000,6.202000,6.202000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.630000,,,,,,107,11,0,0,0,
MT/BT-655,2,1,52.000000,0,0.000000,0.420000,4.600000,4.600000,8.000000,20.000000,30.000000,2.221000,2.221000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,46.240000,46.240000,3.700000,2.220000,1,52.000000,52.000000,52.000000,52.000000,0.121000,,,,,,107,1,0,0,0,
BIT 20/13 KV-INDUSTRIE 47 A-3583,2,1,630.000000,0,21.000000,0.420000,4.840000,4.840000,8.000000,20.000000,30.000000,6.897000,6.897000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,0.950000,0.950000,4.000000,4.000000,1,630.000000,630.000000,630.000000,630.000000,0.857000,,,,,,107,11,0,0,0,
MT/BT-RTE DE MAURAZ-5100,2,1,250.000000,0,21.000000,0.420000,3.850000,3.850000,8.000000,20.000000,30.000000,2.999000,2.999000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.366000,,,,,,107,11,0,0,0,
MT/BT-CORBIEZ-5226,2,1,250.000000,0,21.000000,0.420000,3.920000,3.920000,8.000000,20.000000,30.000000,3.268000,3.268000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.412000,,,,,,107,11,0,0,0,
MT/BT-MARTINET-4058,2,1,100.000000,0,21.000000,0.420000,3.900000,3.900000,8.000000,20.000000,30.000000,4.171000,4.171000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,100.000000,100.000000,100.000000,100.000000,0.219000,,,,,,107,11,0,0,0,
MT/BT-TSCHIOQUANTS-3095,2,1,250.000000,0,21.000000,0.420000,3.900000,3.900000,8.000000,20.000000,30.000000,3.703000,3.703000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,250.000000,250.000000,250.000000,250.000000,0.454000,,,,,,107,11,0,0,0,
BIT 20/13 KV-AU BRÊT-10818,2,1,630.000000,0,21.000000,0.420000,4.230000,4.230000,8.000000,20.000000,30.000000,6.719000,6.719000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,630.000000,630.000000,630.000000,630.000000,0.586000,,,,,,107,5,0,0,0,
MT/BT-ILES-7568,2,1,400.000000,0,21.000000,0.420000,4.010000,4.010000,8.000000,20.000000,30.000000,5.049000,5.049000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.452000,,,,,,107,11,0,0,0,
MT/BT-SOUS LA DOLLE-4749,2,1,160.000000,0,21.000000,0.420000,4.190000,4.190000,8.000000,20.000000,30.000000,2.850000,2.850000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.180000,1.180000,2.380000,4.760000,1,160.000000,160.000000,160.000000,160.000000,0.285000,,,,,,107,11,0,0,0,
TR 20/0.42 - 1000 KVA,2,1,1000.000000,0,21.000000,0.420000,6.500000,6.500000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,5,1.260000,1.260000,5.000000,5.000000,1,1000.000000,1000.000000,1000.000000,1000.000000,0.500000,,,,,,0,11,2,0,0,
MT/BT-HAUT DES CHAMPS-4137,2,1,400.000000,0,21.000000,0.420000,4.600000,4.600000,8.000000,20.000000,30.000000,4.478000,4.478000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.380000,2.380000,1,400.000000,400.000000,400.000000,400.000000,0.453000,,,,,,107,11,0,0,0,
MT/BT-PRAZ BETTEX-6946,2,1,100.000000,0,10.600000,0.420000,3.700000,3.700000,8.000000,20.000000,30.000000,1.957000,1.957000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,3,1.160000,1.160000,2.500000,5.000000,1,100.000000,100.000000,100.000000,100.000000,0.342000,,,,,,107,5,0,0,0,
MT/BT-CHÂTELARD-2688,2,1,160.000000,0,21.000000,0.420000,3.960000,3.960000,8.000000,20.000000,30.000000,4.249000,4.249000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,2,1.190000,1.190000,2.500000,2.500000,1,160.000000,160.000000,160.000000,160.000000,0.280000,,,,,,107,11,0,0,0,
BIT 20/10 KV-HERBETTE-5900,2,1,400.000000,0,21.000000,0.420000,3.740000,3.740000,8.000000,20.000000,30.000000,4.798000,4.798000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.496000,,,,,,107,11,0,0,0,
BIT 21/18 KV-PRA LONGET-5735,2,1,250.000000,0,21.000000,0.420000,4.060000,4.060000,8.000000,20.000000,30.000000,3.476000,3.476000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.427000,,,,,,107,11,0,0,0,
MT/BT-FONTAINE-5926,2,1,250.000000,0,21.000000,0.420000,3.700000,3.700000,8.000000,20.000000,30.000000,4.087000,4.087000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,250.000000,250.000000,250.000000,250.000000,0.364000,,,,,,107,11,0,0,0,
BIT 20/10 KV-CHARMONTEY-7453,2,1,400.000000,0,10.600000,0.420000,4.090000,4.090000,8.000000,20.000000,30.000000,4.979000,4.979000,30.000000,30.000000,30.000000,1,0.000000,0.000000,0.000000,0.000000,1,4,1.190000,1.190000,4.760000,4.760000,1,400.000000,400.000000,400.000000,400.000000,0.461000,,,,,,107,11,0,0,0,
